epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.2520861029624939,0.7480411529541016,0.07693051546812057,0.9222403764724731
1,0.377512127161026,0.6225755214691162,0.23493219912052155,0.763481616973877
2,0.44871798157691956,0.5513791441917419,0.2726878821849823,0.7261545062065125
3,0.49998465180397034,0.49999281764030457,0.4783353805541992,0.5198640823364258
4,0.5661970973014832,0.4338160753250122,0.5528537631034851,0.4470084011554718
5,0.6150343418121338,0.38501641154289246,0.5590345859527588,0.43960869312286377
6,0.6447709202766418,0.3552822768688202,0.21510277688503265,0.7833007574081421
7,0.6809552907943726,0.31906694173812866,0.6279149651527405,0.37080487608909607
8,0.703079342842102,0.2969300448894501,0.6725662350654602,0.3267444968223572
9,0.7239296436309814,0.2760247588157654,0.6873964071273804,0.3115260601043701
10,0.740302562713623,0.2596936821937561,0.6484529376029968,0.3503453731536865
11,0.754551112651825,0.24549394845962524,0.7038192749023438,0.2943534553050995
12,0.7659556865692139,0.2340892255306244,0.7266260385513306,0.27101224660873413
13,0.7800245881080627,0.21991336345672607,0.7351424694061279,0.2632249593734741
14,0.7998271584510803,0.20018291473388672,0.7518067359924316,0.24625103175640106
15,0.8108967542648315,0.18898184597492218,0.7501411437988281,0.24852728843688965
16,0.8072811365127563,0.19276411831378937,0.762656569480896,0.23700082302093506
17,0.8237289190292358,0.17630009353160858,0.7605239748954773,0.23922280967235565
18,0.833303689956665,0.16668763756752014,0.7711104154586792,0.228032186627388
19,0.8411729335784912,0.1588258594274521,0.7917897701263428,0.20602063834667206
20,0.8488628268241882,0.15112440288066864,0.8041847348213196,0.19478175044059753
21,0.8515103459358215,0.14848528802394867,0.8042292594909668,0.1949269026517868
22,0.8494905233383179,0.15049663186073303,0.795357346534729,0.20359934866428375
23,0.8488155007362366,0.1512090414762497,0.8047680854797363,0.19439175724983215
24,0.8574023842811584,0.14258231222629547,0.8002684116363525,0.1990935206413269
25,0.8692502379417419,0.13073495030403137,0.79491126537323,0.2037874162197113
26,0.8714830279350281,0.12853176891803741,0.798378586769104,0.20072202384471893
27,0.8644235730171204,0.13559387624263763,0.8064851760864258,0.19232764840126038
28,0.8769670724868774,0.12302563339471817,0.8184285163879395,0.18041427433490753
29,0.8733018636703491,0.12669885158538818,0.80290687084198,0.19440321624279022
30,0.8822864890098572,0.11769954115152359,0.8074679970741272,0.19118618965148926
31,0.8885846734046936,0.11138827353715897,0.8230350613594055,0.17594224214553833
32,0.8914957046508789,0.10849785804748535,0.8233575224876404,0.17489640414714813
33,0.8874953985214233,0.11252697557210922,0.8204444050788879,0.17767922580242157
34,0.8908481001853943,0.1091369241476059,0.8274328112602234,0.17145046591758728
35,0.8970182538032532,0.10296952724456787,0.8292867541313171,0.16942095756530762
36,0.9007845520973206,0.09920571744441986,0.8300268054008484,0.168626070022583
37,0.9037885069847107,0.09622466564178467,0.8368051052093506,0.16247187554836273
38,0.9085771441459656,0.0914200097322464,0.8465240001678467,0.15266911685466766
39,0.9072648882865906,0.09273640811443329,0.8411515951156616,0.15784189105033875
40,0.9107874035835266,0.08921805024147034,0.836118221282959,0.1626175045967102
41,0.9098852276802063,0.09010650962591171,0.8418872952461243,0.1569288671016693
42,0.9153419733047485,0.08466453850269318,0.8399063348770142,0.1588493436574936
43,0.917236328125,0.08277295529842377,0.8434469103813171,0.15429435670375824
44,0.9114457964897156,0.08854437619447708,0.8405792713165283,0.15850532054901123
45,0.9179298877716064,0.08205819875001907,0.8495075702667236,0.14965443313121796
46,0.9214476346969604,0.0785500556230545,0.8415381908416748,0.15690428018569946
47,0.9232772588729858,0.07673264294862747,0.8530065417289734,0.14591751992702484
48,0.9266316294670105,0.07335799932479858,0.8454604744911194,0.15411219000816345
49,0.9273622035980225,0.07262594252824783,0.8434054851531982,0.1554771065711975
50,0.9247309565544128,0.0752599686384201,0.8483392000198364,0.15077011287212372
51,0.9291273355484009,0.07086868584156036,0.8480657339096069,0.15082116425037384
52,0.9289929270744324,0.07100994139909744,0.853771984577179,0.14551271498203278
53,0.9301585555076599,0.06983903795480728,0.8439604043960571,0.15487486124038696
54,0.9339454174041748,0.06604399532079697,0.8524350523948669,0.14603379368782043
55,0.9346005320549011,0.06541454792022705,0.8540676236152649,0.14479604363441467
56,0.9341360330581665,0.06587620079517365,0.8564253449440002,0.14286474883556366
57,0.9338973760604858,0.06610927730798721,0.8533530831336975,0.14588944613933563
58,0.9394316673278809,0.06056493893265724,0.8419381976127625,0.15666842460632324
59,0.938457190990448,0.06155936047434807,0.8559774160385132,0.14257270097732544
60,0.9393545389175415,0.060642309486866,0.8537169098854065,0.1448500007390976
61,0.9414371848106384,0.058573100715875626,0.8506878018379211,0.1481921374797821
62,0.9429482221603394,0.05705586448311806,0.8598639965057373,0.13905338943004608
63,0.9424425959587097,0.05753409117460251,0.8478308320045471,0.1511906385421753
64,0.9391359686851501,0.060848917812108994,0.8418892025947571,0.15621113777160645
