epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.2544896900653839,0.7455106377601624,0.05898464843630791,0.9403116106987
1,0.40045881271362305,0.5996004939079285,0.16815434396266937,0.8297237157821655
2,0.4640776216983795,0.5359487533569336,0.37547567486763,0.6195940971374512
3,0.5300447344779968,0.46995389461517334,0.44744181632995605,0.5480664968490601
4,0.589665412902832,0.41036298871040344,0.5173099040985107,0.47836267948150635
5,0.6343929171562195,0.36553946137428284,0.5699375867843628,0.42650994658470154
6,0.6511588096618652,0.3488834798336029,0.44736552238464355,0.5501403212547302
7,0.6864795088768005,0.31349682807922363,0.6187397241592407,0.3784688711166382
8,0.7146126627922058,0.28536882996559143,0.6511601805686951,0.3446820378303528
9,0.7293218374252319,0.2706648111343384,0.6314217448234558,0.3642936646938324
10,0.7484278082847595,0.2515581548213959,0.6559929251670837,0.34120744466781616
11,0.7523858547210693,0.24770236015319824,0.6874619126319885,0.3070242404937744
12,0.7239797711372375,0.2761107385158539,0.2967909276485443,0.6996114253997803
13,0.7617528438568115,0.23829087615013123,0.7061107158660889,0.2914370596408844
14,0.7848255634307861,0.21516497433185577,0.7247185111045837,0.2731703519821167
15,0.7977350354194641,0.20228397846221924,0.7271949648857117,0.2691947817802429
16,0.8071279525756836,0.19285577535629272,0.7215020060539246,0.27522313594818115
17,0.817964494228363,0.18195290863513947,0.751893937587738,0.2466345578432083
18,0.8239240646362305,0.17608638107776642,0.746730625629425,0.24815164506435394
19,0.8338549733161926,0.16611741483211517,0.7641628384590149,0.2336411327123642
20,0.8285946249961853,0.1714208424091339,0.7304404973983765,0.26978790760040283
21,0.8309431672096252,0.1690824329853058,0.7700414657592773,0.22694334387779236
22,0.8485151529312134,0.15150143206119537,0.7693051099777222,0.22953887283802032
23,0.854092001914978,0.1459132879972458,0.7702925205230713,0.22745506465435028
24,0.8588516712188721,0.14114807546138763,0.7926223874092102,0.2052832692861557
25,0.86359703540802,0.1364256888628006,0.782065212726593,0.21593894064426422
26,0.8650011420249939,0.13500022888183594,0.7827067375183105,0.21582543849945068
27,0.8682942986488342,0.1316618174314499,0.7933659553527832,0.20488397777080536
28,0.8733499646186829,0.12665170431137085,0.8040758371353149,0.19458803534507751
29,0.8757120370864868,0.12431832402944565,0.7948064208030701,0.20246098935604095
30,0.8822877407073975,0.11772545427083969,0.7930100560188293,0.2057596892118454
31,0.8844173550605774,0.11560409516096115,0.8134396076202393,0.1850629597902298
32,0.8904677629470825,0.10954293608665466,0.8140930533409119,0.18471169471740723
33,0.8900654911994934,0.10993758589029312,0.8076972365379333,0.1909220814704895
34,0.890389084815979,0.10961129516363144,0.8112523555755615,0.18641602993011475
35,0.8939392566680908,0.1060604378581047,0.8097169399261475,0.1863592565059662
36,0.8944560885429382,0.10549860447645187,0.8014302253723145,0.1963692456483841
37,0.8795923590660095,0.12040811032056808,0.7278334498405457,0.26982641220092773
38,0.884879469871521,0.11514461785554886,0.8051356077194214,0.1915913224220276
39,0.9016841053962708,0.09831350296735764,0.8038724064826965,0.19181391596794128
40,0.907538652420044,0.09245135635137558,0.8209360241889954,0.17674612998962402
41,0.9121705293655396,0.0878094956278801,0.8270033597946167,0.17204853892326355
42,0.9121087789535522,0.0878864973783493,0.8320426344871521,0.166470006108284
43,0.9155279397964478,0.08447855710983276,0.8335261344909668,0.16540122032165527
44,0.9155474305152893,0.08443724364042282,0.831367015838623,0.16753099858760834
45,0.9171388149261475,0.08285868912935257,0.8364310264587402,0.16315819323062897
46,0.9187735319137573,0.08121716231107712,0.8410069346427917,0.15792065858840942
47,0.9211397171020508,0.07886017858982086,0.8397501111030579,0.15893331170082092
48,0.9196066856384277,0.08040478825569153,0.8348380327224731,0.16358570754528046
49,0.9248548746109009,0.07515282183885574,0.838887631893158,0.16001088917255402
50,0.927006721496582,0.07297947257757187,0.8351295590400696,0.1634800136089325
51,0.9228327870368958,0.07715389132499695,0.8309069275856018,0.1680634617805481
52,0.9272249341011047,0.07279694825410843,0.8396947383880615,0.15926703810691833
53,0.9293824434280396,0.07059713453054428,0.8442674875259399,0.15466447174549103
54,0.9305360913276672,0.06943178176879883,0.8390803933143616,0.15891550481319427
55,0.9312499761581421,0.06876270473003387,0.8430339694023132,0.1556711047887802
56,0.9304866194725037,0.06949122250080109,0.840029239654541,0.15782195329666138
57,0.9311739802360535,0.06883753836154938,0.8384457230567932,0.1602632999420166
58,0.9321927428245544,0.06781221926212311,0.8450520038604736,0.1544264256954193
59,0.930452823638916,0.06951922178268433,0.8289929628372192,0.17026853561401367
60,0.9334839582443237,0.0665108785033226,0.8426400423049927,0.15626852214336395
61,0.9376382827758789,0.062356919050216675,0.8308477997779846,0.16664950549602509
62,0.9382783770561218,0.06171993911266327,0.836574912071228,0.16303788125514984
63,0.9392613768577576,0.06072547286748886,0.8534296751022339,0.1457650065422058
64,0.9387272000312805,0.06127828359603882,0.8443319201469421,0.1553991585969925
